Año,Ranking,País,Valor FOB (USD),Valor Neto
2008,17,SUECIA,"33,354.19","12,599.33"
2008,18,BRASIL,"31,491.59","18,117.58"
2008,19,BOLIVIA,"30,843.80","29,243.72"
2008,20,CHINA,"25,144.92","23,988.84"
2008,21,"COREA (SUR), REPUBLICA DE","23,389.94","8,233.57"
2008,22,HONG KONG,"17,466.69","8,622.17"
2008,23,AUSTRALIA,"12,386.91","6,176.83"
2008,24,DINAMARCA,"11,933.74","8,021.60"
2008,25,PUERTO RICO,"10,955.60","7,315.74"
2008,26,SUIZA,"10,409.06","3,417.56"
2008,27,REPUBLICA DOMINICANA,"9,610.03","9,612.15"
2008,28,TRINIDAD Y TOBAGO,"9,566.06","7,971.24"
2008,29,ARGENTINA,"9,468.52","4,288.04"
2008,30,GUATEMALA,"8,717.08","10,289.35"
2008,31,PANAMA,"8,714.28","9,688.99"
2008,32,URUGUAY,"8,473.02","4,011.53"
2008,33,RUSIA,"8,332.26","4,890.03"
2008,34,NIGERIA,"7,410.08","3,568.06"
2008,35,HONDURAS,"6,131.42","9,646.52"
2008,36,POLONIA,"5,517.27","2,259.80"
2008,37,FINLANDIA,"5,499.43","2,481.07"
2008,38,PORTUGAL,"5,222.41","4,433.03"
2008,39,BAHAMAS,"4,766.53","3,250.24"
2008,40,COSTA RICA,"4,510.47","4,527.11"
2008,41,GAMBIA,"4,370.69","2,913.66"
2008,42,NUEVA ZELANDA,"3,095.83","3,120.87"
2008,43,IRLANDA (EIRE),"2,716.25","2,703.43"
2008,44,GHANA,"2,710.20","1,534.75"
2008,45,NICARAGUA,"2,523.01","3,591.92"
2008,46,MAURITANIA,"2,470.75","1,508.26"
2008,47,GUINEA,"2,466.60","1,588.46"
2008,48,GRECIA,"2,321.00","1,450.02"
2008,49,MALAYSIA,"2,313.06","1,052.63"
2008,50,ISRAEL,"2,308.87","1,203.83"
2008,51,BULGARIA,"2,236.57","1,007.41"
2008,52,TAIWAN (FORMOSA),"2,194.18","1,241.67"
2008,53,INDONESIA,"1,863.24","1,376.95"
2008,54,COSTA DE MARFIL,"1,760.72","1,288.67"
2008,55,TOGO,"1,724.11","1,065.16"
2008,56,TURQUIA,"1,716.43",752.59
2008,57,SANTA LUCIA,"1,659.10","1,093.00"
2008,58,ANTILLAS HOLANDESAS,"1,652.04","1,336.27"
2008,59,TAILANDIA,"1,614.85",801.28
2008,60,INDIA,"1,561.52",595.19
2008,61,VIET NAM,"1,531.17",790.45
2008,62,NORUEGA,"1,513.37",589.26
2008,63,LIBIA,"1,369.65",849.13
2008,64,LIBANO,"1,349.95",890.90
2008,65,EGIPTO,"1,320.56",441.37
2008,66,SINGAPUR,"1,316.33",570.31
2008,67,"SUDAFRICA, REPUBLICA DE","1,300.27",487.43
2008,68,LIBERIA,"1,122.58",750.80
2008,69,ARABIA SAUDITA,"1,107.26","1,434.96"
2008,70,AUSTRIA,"1,037.12",288.68
2008,71,JAMAICA,"1,019.61",974.89
2008,72,GUYANA,"1,015.88",618.27
2008,73,EMIRATOS ARABES UNIDOS,856.92,422.25
2008,74,SAN CRISTOBAL Y NIEVES,833.24,622.02
2008,75,AGUAS INTERNACIONALES,795.38,408.00
2008,76,SAN VICENTE Y LAS GRANADINAS,777.36,506.15
2008,77,BAHREIN,772.78,492.55
2008,78,ANTIGUA Y BARBUDA,703.10,465.12
2008,79,RUMANIA,671.99,263.66
2008,80,CONGO,665.96,446.92
2008,81,ZONAS FRANCAS DEL PERU,617.15,323.58
2008,82,GUADALUPE,549.87,353.96
2008,83,ARUBA,546.69,588.65
2008,84,CUBA,505.86,"1,389.14"
2008,85,DOMINICA,470.94,352.22
2008,86,"SIRIA, REPUBLICA ARABE DE",451.34,155.16
2008,87,CABO VERDE,432.40,621.00
2008,88,KUWAIT,404.80,295.55
2008,89,BELICE,397.32,247.32
2008,90,UNITED STATES MINOR OUTLYING ISLANDS,383.41,129.63
2008,91,FILIPINAS,369.08,340.46
2008,92,MARTINICA,350.31,196.19
2008,93,REPUBLICA CHECA,268.42,60.41
2008,94,BARBADOS,257.70,214.42
2008,95,ANGOLA,252.09,171.75
2008,96,PAKISTAN,223.74,117.90
2008,97,GIBRALTAR,211.74,4.15
2008,98,BANGLADESH,210.42,179.00
2008,99,CHIPRE,199.04,171.17
2008,100,EL SALVADOR,188.82,143.20
2008,101,CROACIA,166.84,123.78
2008,102,UCRANIA,149.03,26.15
2008,103,PAPUASIA NUEVA GUINEA,139.64,41.46
2008,104,HUNGRIA,133.62,8.37
2008,105,LETONIA,128.61,49.50
2008,106,MALTA,127.23,73.16
2008,107,ARGELIA,123.99,135.50
2008,108,JORDANIA,122.55,112.22
2008,109,SURINAM,118.66,63.80
2008,110,ZAIRE,99.12,68.54
2008,111,GRANADA,78.86,56.37
2008,112,GUINEA-BISSAU,74.35,51.49
2008,113,MAURICIO,69.32,59.75
2008,114,GABON,58.12,38.77
2008,115,DJIBOUTI,50.22,34.44
2008,116,ESLOVENIA,49.09,34.09
2008,117,GUAYANA FRANCESA,48.53,28.52
2008,118,LITUANIA,37.49,21.13
2008,119,BENIN,35.28,17.14
2008,120,YUGOSLAVIA,34.61,0.55
2008,121,BERMUDAS,30.53,19.29
2008,122,YEMEN,29.55,19.38
2008,123,"LAOS, REPUBLICA POPULAR DEMOCRATICA DE",28.20,44.38
2008,124,ESTONIA,25.68,12.08
2008,125,"IRAN, REPUBLICA ISLAMICA DEL",22.45,0.45
2008,126,PARAGUAY,21.62,5.02
2008,127,TIMOR DEL ESTE,21.44,21.34
2008,128,TUNICIA,20.38,5.13
2008,129,"PALAU, ISLAS",17.72,22.54
2008,130,"VIRGENES, ISLAS (NORTEAMERICANAS)",12.84,5.70
2008,131,"CAMERUN,REPUBLICA UNIDA DEL",8.03,2.53
2008,132,ESLOVAQUIA,7.47,0.36
2008,133,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",6.80,2.00
2008,134,MOZAMBIQUE,6.52,0.80
2008,135,GUAM,2.37,0.57
2008,136,ISLANDIA,1.51,0.10
2008,137,LUXEMBURGO,0.36,0.07
2008,138,COSTA DE MARFIL,0.07,0.00
2008,139,MACAO,0.02,0.13
2010,1,ESTADOS UNIDOS,"931,084.24","540,489.51"
2010,2,ALEMANIA,"373,546.44","104,351.46"
2010,3,HOLANDA,"293,142.57","212,649.30"
2010,4,ESPAÑA,"237,396.36","124,512.64"
2010,5,ECUADOR,"135,269.89","176,850.81"
2010,6,COLOMBIA,"134,205.03","180,921.06"
2010,7,BELGICA,"120,034.14","38,871.06"
2010,8,INGLATERRA,"113,518.04","53,914.06"
2010,9,FRANCIA,"88,176.03","33,650.22"
2010,10,CANADA,"67,174.69","33,394.69"
2010,11,CHILE,"67,097.92","83,196.32"
2010,12,MEXICO,"58,561.98","38,388.08"
2010,13,ITALIA,"55,843.78","19,924.86"
2010,14,BRASIL,"52,472.97","25,784.87"
2010,15,HAITI,"48,328.85","47,724.24"
2010,16,RUSIA,"44,352.13","39,086.15"
2010,17,JAPON,"44,177.90","18,819.22"
2010,18,SUECIA,"41,653.64","11,908.93"
2010,19,CHINA,"40,840.73","34,975.83"
2010,20,"COREA (SUR), REPUBLICA DE","39,282.66","9,299.61"
2010,21,BOLIVIA,"32,558.34","14,777.09"
2010,22,VENEZUELA,"28,900.53","15,062.29"
2010,23,HONG KONG,"24,058.87","9,227.48"
2010,24,DINAMARCA,"21,388.88","7,931.80"
2010,25,AUSTRALIA,"16,603.14","7,597.56"
2010,26,ARGENTINA,"12,301.43","5,039.18"
2010,27,PANAMA,"12,289.09","13,608.54"
2010,28,PUERTO RICO,"11,523.70","7,205.58"
2010,29,REPUBLICA DOMINICANA,"11,242.08","13,646.73"
2010,30,URUGUAY,"10,858.28","6,522.08"
2010,31,FINLANDIA,"9,804.57","2,977.41"
2010,32,TRINIDAD Y TOBAGO,"9,219.22","7,499.51"
2010,33,COSTA RICA,"8,174.88","5,413.53"
2010,34,HONDURAS,"7,112.30","11,819.31"
2010,35,PORTUGAL,"6,940.84","5,643.46"
2010,36,GUATEMALA,"6,822.13","5,089.70"
2010,37,SUIZA,"5,971.98","1,723.77"
2010,38,GRECIA,"5,753.89","2,256.73"
2010,39,POLONIA,"5,679.64","1,638.99"
2010,40,ISRAEL,"5,383.00","2,245.30"
2010,41,INDONESIA,"5,287.77","3,103.33"
2010,42,TURQUIA,"5,191.45","2,601.45"
2010,43,NORUEGA,"4,753.09","1,587.49"
2010,44,TAIWAN (FORMOSA),"4,722.85","2,554.53"
2010,45,SINGAPUR,"4,142.50","1,435.52"
2010,46,GAMBIA,"3,961.53","3,380.45"
2010,47,IRLANDA (EIRE),"3,838.79","2,806.23"
2010,48,BULGARIA,"3,806.04","1,296.40"
2010,49,"SUDAFRICA, REPUBLICA DE","3,611.33","1,667.89"
2010,50,ARABIA SAUDITA,"3,576.56","4,405.95"
2010,51,INDIA,"3,419.83","2,952.60"
2010,52,BAHAMAS,"3,207.22","2,597.85"
2010,53,NUEVA ZELANDA,"3,135.48","1,927.32"
2010,54,VIET NAM,"3,097.97","1,223.25"
2010,55,GUINEA,"2,826.48","2,342.43"
2010,56,AUSTRIA,"2,237.83",366.31
2010,57,MALAYSIA,"2,178.62",519.08
2010,58,NICARAGUA,"2,141.67","3,231.55"
2010,59,EMIRATOS ARABES UNIDOS,"2,017.70","1,992.46"
2010,60,TAILANDIA,"1,711.19",957.04
2010,61,RUMANIA,"1,698.41",383.69
2010,62,SANTA LUCIA,"1,668.54","1,257.39"
2010,63,LIBANO,"1,551.19",798.51
2010,64,EGIPTO,"1,504.69",165.62
2010,65,LIBERIA,"1,449.98","1,217.95"
2010,66,GHANA,"1,441.78","1,196.60"
2010,67,ANTILLAS HOLANDESAS,"1,354.29","1,336.31"
2010,68,LIBIA,"1,299.44","1,010.77"
2010,69,REPUBLICA CHECA,"1,131.39",204.29
2010,70,GUYANA,"1,073.27",819.95
2010,71,MARRUECOS,"1,026.24",486.98
2010,72,EL SALVADOR,970.98,386.83
2010,73,JAMAICA,888.38,694.08
2010,74,AGUAS INTERNACIONALES,866.22,435.83
2010,75,SENEGAL,793.15,346.33
2010,76,ZONAS FRANCAS DEL PERU,720.81,843.46
2010,77,SAN VICENTE Y LAS GRANADINAS,720.13,553.85
2010,78,GUADALUPE,623.28,355.92
2010,79,KUWAIT,609.39,433.77
2010,80,FILIPINAS,591.81,308.42
2010,81,ESTONIA,587.56,135.53
2010,82,CABO VERDE,543.15,410.15
2010,83,BENIN,540.55,360.41
2010,84,ARUBA,528.46,661.68
2010,85,MAURITANIA,514.98,421.22
2010,86,TOGO,503.87,413.22
2010,87,ANTIGUA Y BARBUDA,442.42,373.93
2010,88,SAN CRISTOBAL Y NIEVES,437.47,372.07
2010,89,LITUANIA,437.15,224.79
2010,90,BELICE,432.72,314.35
2010,91,ARGELIA,422.47,391.00
2010,92,"SIRIA, REPUBLICA ARABE DE",419.65,167.04
2010,93,MARTINICA,358.87,243.94
2010,94,SAWSILANDIA,271.07,62.01
2010,95,CONGO,266.49,223.83
2010,96,SURINAM,261.92,214.60
2010,97,BAHREIN,253.88,213.76
2010,98,JORDANIA,251.89,180.89
2010,99,CAMBOYA,236.48,93.48
2010,100,PARAGUAY,231.93,61.98
2010,101,BARBADOS,226.43,146.97
2010,102,ESCOCIA,222.30,182.00
2010,103,MAURICIO,220.09,151.75
2010,104,NIGERIA,216.69,160.91
2010,105,PAKISTAN,203.94,143.83
2010,106,ANGOLA,194.95,207.14
2010,107,ISLANDIA,193.29,96.77
2010,108,OMAN,175.35,172.43
2010,109,BANGLADESH,145.50,106.00
2010,110,GUINEA-BISSAU,132.83,107.34
2010,111,HUNGRIA,127.58,2.54
2010,112,ZAIRE,125.33,103.31
2010,113,GUAYANA FRANCESA,121.54,66.63
2010,114,DOMINICA,119.83,97.41
2010,115,UNITED STATES MINOR OUTLYING ISLANDS,115.61,89.36
2010,116,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",107.34,32.89
2010,117,UCRANIA,103.16,41.73
2010,118,ESLOVENIA,100.11,48.78
2010,119,ESLOVAQUIA,95.54,19.23
2010,120,TODOS LOS PAISES,92.87,19.34
2010,121,CROACIA,85.30,89.00
2010,122,"IRAN, REPUBLICA ISLAMICA DEL",78.89,11.60
2010,123,"TURCAS Y CAICOS, ISLAS",77.71,55.99
2010,124,MADAGASCAR,77.55,55.77
2010,125,"CAIMAN,ISLAS",76.14,58.15
2010,126,SANTO TOME Y PRINCIPE,68.85,21.28
2010,127,CUBA,68.61,25.06
2010,128,TUNICIA,65.89,18.98
2010,129,TOKELAU,52.44,18.70
2010,130,GEORGIA,51.94,45.68
2010,131,"TANZANIA, REPUBLICA UNIDA DE",51.66,25.00
2010,132,CHIPRE,46.20,43.00
2010,133,"NORFOLK, ISLA",44.00,35.15
2010,134,GIBRALTAR,40.61,19.95
2010,135,COSTA DE MARFIL,39.78,34.85
2010,136,GRANADA,39.18,38.11
2010,137,MALTA,37.48,23.00
2010,138,YEMEN,28.95,25.50
2010,139,ANGUILLA,25.02,19.05
2010,140,MONTENEGRO,24.58,15.02
2010,141,YUGOSLAVIA,21.72,1.20
2010,142,REUNION,19.26,20.76
2010,143,ALBANIA,10.80,6.37
2010,144,NIGER,7.00,2.88
2010,145,ERITREA,5.90,0.20
2010,146,QATAR,4.34,0.08
2010,147,"VIRGENES, ISLAS (NORTEAMERICANAS)",2.71,0.15
2010,148,MACAO,2.15,0.03
2010,149,ZAMBIA,1.67,0.21
2010,150,UZBEKISTAN,1.50,0.03
2010,151,AFGANISTAN,1.02,0.03
2010,152,GUAM,0.82,0.18
2010,153,LUXEMBURGO,0.72,0.09
2013,1,ESTADOS UNIDOS,"1,221,000.40","615,158.00"
2013,2,HOLANDA,"536,072.42","364,205.79"
2013,3,ALEMANIA,"332,781.17","125,914.99"
2013,4,ESPAÑA,"266,977.55","144,387.22"
2013,5,INGLATERRA,"210,842.26","100,947.83"
2013,6,ECUADOR,"193,505.89","172,800.78"
2013,7,COLOMBIA,"157,324.09","197,813.60"
2013,8,BELGICA,"109,640.31","46,461.55"
2013,9,CHILE,"106,004.34","127,813.63"
2013,10,FRANCIA,"101,157.91","31,595.88"
2013,11,CANADA,"93,703.76","44,669.07"
2013,12,CHINA,"83,644.77","47,353.49"
2013,13,JAPON,"66,468.31","22,958.34"
2013,14,RUSIA,"61,283.43","27,039.73"
2013,15,BOLIVIA,"60,763.83","47,039.15"
2013,16,MEXICO,"59,788.10","34,441.52"
2013,17,HAITI,"59,582.93","47,746.14"
2013,18,BRASIL,"57,197.87","23,878.15"
2013,19,ITALIA,"55,339.85","20,568.15"
2013,20,HONG KONG,"48,916.02","15,889.59"
2013,21,"COREA (SUR), REPUBLICA DE","48,224.63","18,074.03"
2013,22,SUECIA,"42,133.37","15,076.90"
2013,23,VENEZUELA,"36,555.10","14,646.89"
2013,24,AUSTRALIA,"31,334.10","8,709.07"
2013,25,PANAMA,"28,004.68","24,817.17"
2013,26,TAILANDIA,"24,104.73","10,565.69"
2013,27,PUERTO RICO,"19,283.75","11,605.99"
2013,28,REPUBLICA DOMINICANA,"15,974.27","15,672.45"
2013,29,URUGUAY,"15,623.44","6,475.71"
2013,30,ARGENTINA,"12,344.61","6,024.64"
2013,31,DINAMARCA,"10,488.57","4,442.03"
2013,32,HONDURAS,"10,088.52","13,932.80"
2013,33,FINLANDIA,"8,567.71","5,765.86"
2013,34,NUEVA ZELANDA,"8,516.62","3,021.01"
2013,35,COSTA RICA,"8,252.34","4,621.28"
2013,36,GUATEMALA,"8,138.87","6,080.57"
2013,37,NICARAGUA,"7,566.95","10,636.43"
2013,38,TAIWAN (FORMOSA),"7,395.81","3,307.24"
2013,39,PORTUGAL,"6,988.67","4,529.74"
2013,40,IRLANDA (EIRE),"6,939.90","5,461.06"
2013,41,GAMBIA,"6,615.05","4,546.78"
2013,42,INDONESIA,"6,158.83","2,566.18"
2013,43,BULGARIA,"5,647.14","2,142.77"
2013,44,ISRAEL,"5,617.75","2,069.91"
2013,45,BAHAMAS,"4,851.70","3,097.07"
2013,46,SUIZA,"4,757.07","1,658.19"
2013,47,POLONIA,"4,632.21","2,072.45"
2013,48,TRINIDAD Y TOBAGO,"4,537.40","2,938.30"
2013,49,VIET NAM,"4,461.17","1,551.47"
2013,50,ARABIA SAUDITA,"4,379.29","3,303.36"
2013,51,TURQUIA,"4,241.58","2,040.53"
2013,52,NORUEGA,"4,207.01","1,665.96"
2013,53,MALAYSIA,"3,722.55","1,453.61"
2013,54,LIBIA,"3,165.13","2,013.44"
2013,55,NIGERIA,"2,890.34","1,675.38"
2013,56,EMIRATOS ARABES UNIDOS,"2,791.44","1,788.58"
2013,57,ZONAS FRANCAS DEL PERU,"2,766.99","1,333.66"
2013,58,SANTA LUCIA,"2,611.10","1,600.78"
2013,59,"SUDAFRICA, REPUBLICA DE","2,316.97",696.47
2013,60,EGIPTO,"2,179.34",252.76
2013,61,LIBANO,"2,072.89","1,051.29"
2013,62,GUYANA,"2,010.87","1,220.68"
2013,63,INDIA,"1,985.67","1,013.67"
2013,64,SINGAPUR,"1,981.36",667.93
2013,65,LIBERIA,"1,965.46","1,325.76"
2013,66,MAURITANIA,"1,785.36","1,240.45"
2013,67,LITUANIA,"1,557.33",759.37
2013,68,ANTILLAS HOLANDESAS,"1,502.03","1,407.12"
2013,69,AUSTRIA,"1,411.14",602.35
2013,70,FILIPINAS,"1,299.29",464.87
2013,71,SAN CRISTOBAL Y NIEVES,999.47,627.96
2013,72,AGUAS INTERNACIONALES,979.11,358.30
2013,73,BELICE,971.22,880.92
2013,74,ARUBA,959.47,"1,123.42"
2013,75,REPUBLICA CHECA,952.29,221.09
2013,76,KUWAIT,941.57,480.83
2013,77,RUMANIA,824.18,283.64
2013,78,EL SALVADOR,798.22,370.46
2013,79,GUADALUPE,749.09,452.93
2013,80,LETONIA,720.61,343.54
2013,81,JAMAICA,719.00,615.47
2013,82,CONGO,663.81,447.66
2013,83,GRECIA,656.76,336.48
2013,84,OMAN,639.88,539.12
2013,85,BANGLADESH,627.68,377.92
2013,86,SRI LANKA,578.53,23.04
2013,87,UCRANIA,561.17,114.12
2013,88,KENIA,512.50,50.00
2013,89,PAKISTAN,504.91,357.31
2013,90,TOGO,502.15,327.56
2013,91,JORDANIA,483.88,333.83
2013,92,PHILIPSBURG,468.15,278.83
2013,93,CABO VERDE,465.67,496.23
2013,94,CUBA,462.66,605.76
2013,95,CROACIA,445.97,187.10
2013,96,CHIPRE,445.25,374.49
2013,97,ARGELIA,438.83,355.68
2013,98,MARTINICA,428.12,474.12
2013,99,SENEGAL,420.57,260.11
2013,100,SAN VICENTE Y LAS GRANADINAS,420.00,266.26
2013,101,GUINEA,412.62,277.11
2013,102,PARAGUAY,398.75,62.68
2013,103,ANTIGUA Y BARBUDA,368.34,270.44
2013,104,HUNGRIA,363.03,35.74
2013,105,ESLOVENIA,346.80,44.10
2013,106,ANGOLA,346.43,216.17
2013,107,ESTONIA,326.23,95.70
2013,108,SURINAM,280.88,264.56
2013,109,BAHREIN,256.00,181.09
2013,110,BENIN,252.48,137.74
2013,111,ESCOCIA,217.62,130.00
2013,112,ISLANDIA,214.42,72.25
2013,113,GABON,208.19,106.02
2013,114,GUAYANA FRANCESA,203.47,170.49
2013,115,"CAMERUN,REPUBLICA UNIDA DEL",200.38,106.52
2013,116,GUINEA ECUATORIAL,191.10,92.90
2013,117,MARRUECOS,185.65,56.21
2013,118,SIERRA LEONA,174.37,127.02
2013,119,MADAGASCAR,146.98,94.46
2013,120,GRANADA,137.49,94.57
2013,121,DOMINICA,120.29,77.83
2013,122,POLINESIA FRANCESA,109.52,63.94
2013,123,MAURICIO,102.42,59.75
2013,124,COSTA DE MARFIL,101.49,73.20
2013,125,"CAIMAN,ISLAS",97.85,58.12
2013,126,CURACAO,80.20,62.84
2013,127,TOKELAU,74.79,15.52
2013,128,ESLOVAQUIA,72.99,9.68
2013,129,UNITED STATES MINOR OUTLYING ISLANDS,71.70,19.96
2013,130,REUNION,71.53,47.42
2013,131,QATAR,68.63,22.09
2013,132,GEORGIA,65.22,67.31
2013,133,GHANA,53.77,34.64
2013,134,SERVIA,47.68,1.42
2013,135,"SALOMON, ISLAS",46.15,16.28
2013,136,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",44.44,15.91
2013,137,NUEVA CALEDONIA,42.07,19.01
2013,138,SAWSILANDIA,41.04,18.70
2013,139,MALI,39.52,36.17
2013,140,MACEDONIA F.Y.R.,36.67,5.65
2013,141,"IRAN, REPUBLICA ISLAMICA DEL",31.20,1.35
2013,142,"NORFOLK, ISLA",27.17,17.19
2013,143,MOZAMBIQUE,19.49,5.91
2013,144,BARBADOS,19.07,10.52
2013,145,ALBANIA,13.20,2.38
2013,146,TUNICIA,11.51,0.20
2013,147,MONTENEGRO,11.00,19.59
2013,148,LUXEMBURGO,7.85,1.86
2013,149,BELARUS,6.82,0.11
2013,150,MACAO,5.14,1.40
2013,151,UZBEKISTAN,3.88,0.06
2013,152,PAIS NO PREC. EN OP. ABAST. COMB./AVITUALLAMIENTO,1.63,0.06
2013,153,ZAMBIA,0.94,0.07
2012,1,ESTADOS UNIDOS,"1,148,695.36","591,507.51"
2012,2,ALEMANIA,"429,972.18","123,905.51"
2012,3,HOLANDA,"429,758.59","283,958.05"
2012,4,ESPAÑA,"275,117.50","129,126.91"
2012,5,ECUADOR,"234,207.01","270,870.57"
2012,6,COLOMBIA,"218,033.92","190,421.41"
2012,7,BELGICA,"172,430.49","56,729.93"
2012,8,INGLATERRA,"153,962.83","75,860.66"
2012,9,FRANCIA,"109,659.93","36,268.43"
2012,10,CANADA,"93,501.15","42,137.58"
2012,11,CHILE,"85,727.77","101,865.51"
2012,12,CHINA,"67,788.43","39,417.29"
2012,13,HAITI,"65,694.86","52,551.75"
2012,14,JAPON,"65,388.45","20,444.31"
2012,15,BRASIL,"64,853.49","32,680.59"
2012,16,MEXICO,"64,189.94","42,508.60"
2012,17,ITALIA,"58,140.61","20,482.24"
2012,18,RUSIA,"56,170.93","24,343.79"
2012,19,BOLIVIA,"55,710.16","32,101.87"
2012,20,HONG KONG,"54,454.31","19,709.10"
2012,21,SUECIA,"46,119.73","14,919.63"
2012,22,"COREA (SUR), REPUBLICA DE","44,988.86","14,843.57"
2012,23,VENEZUELA,"36,562.63","17,128.52"
2012,24,AUSTRALIA,"26,045.57","9,204.70"
2012,25,PANAMA,"22,008.70","18,753.54"
2012,26,TAILANDIA,"16,700.26","7,096.65"
2012,27,PUERTO RICO,"15,952.77","10,119.49"
2012,28,FINLANDIA,"14,597.24","7,162.73"
2012,29,ARGENTINA,"13,824.28","5,037.87"
2012,30,DINAMARCA,"13,235.95","5,373.12"
2012,31,REPUBLICA DOMINICANA,"12,756.83","11,613.96"
2012,32,SUIZA,"11,851.57","3,906.81"
2012,33,URUGUAY,"11,662.77","5,066.78"
2012,34,INDONESIA,"9,395.78","4,569.87"
2012,35,MALAYSIA,"9,389.70","3,665.71"
2012,36,COSTA RICA,"9,362.82","5,283.61"
2012,37,HONDURAS,"9,083.99","12,583.47"
2012,38,GUATEMALA,"8,987.73","5,348.77"
2012,39,PORTUGAL,"7,793.29","5,500.40"
2012,40,TURQUIA,"6,935.09","2,846.11"
2012,41,NUEVA ZELANDA,"6,190.31","3,050.57"
2012,42,ISRAEL,"6,119.47","2,048.04"
2012,43,IRLANDA (EIRE),"6,058.10","5,059.49"
2012,44,VIET NAM,"5,994.88","2,124.87"
2012,45,BAHAMAS,"5,839.31","3,678.38"
2012,46,POLONIA,"5,731.75","1,495.19"
2012,47,LIBIA,"5,057.68","2,934.50"
2012,48,GAMBIA,"4,959.35","3,353.56"
2012,49,INDIA,"4,343.73","1,974.47"
2012,50,TAIWAN (FORMOSA),"4,326.02","1,720.72"
2012,51,NORUEGA,"3,846.12","1,441.56"
2012,52,NICARAGUA,"3,817.62","5,426.34"
2012,53,TRINIDAD Y TOBAGO,"3,750.68","2,514.89"
2012,54,ZONAS FRANCAS DEL PERU,"3,057.12","1,140.30"
2012,55,BULGARIA,"3,049.30","1,247.11"
2012,56,SANTA LUCIA,"2,873.71","1,795.75"
2012,57,EGIPTO,"2,870.42",336.98
2012,58,EL SALVADOR,"2,859.36",577.69
2012,59,"SUDAFRICA, REPUBLICA DE","2,850.91",824.60
2012,60,ANTILLAS HOLANDESAS,"2,247.64","1,955.46"
2012,61,SINGAPUR,"2,247.14",782.19
2012,62,ARABIA SAUDITA,"2,223.63","2,690.70"
2012,63,LIBANO,"2,080.82",986.85
2012,64,NIGERIA,"1,931.92","1,122.01"
2012,65,LIBERIA,"1,914.83","1,291.31"
2012,66,EMIRATOS ARABES UNIDOS,"1,907.23","1,329.57"
2012,67,LITUANIA,"1,878.39",687.02
2012,68,GUYANA,"1,840.36","1,081.77"
2012,69,FILIPINAS,"1,583.14",503.17
2012,70,GRECIA,"1,565.50",717.42
2012,71,SAN CRISTOBAL Y NIEVES,"1,411.89",919.04
2012,72,BELICE,"1,392.93",817.30
2012,73,SRI LANKA,"1,368.45",56.53
2012,74,AGUAS INTERNACIONALES,"1,064.18",448.62
2012,75,RUMANIA,"1,048.80",214.90
2012,76,KUWAIT,916.62,467.16
2012,77,BAHREIN,892.58,618.93
2012,78,AUSTRIA,854.99,105.24
2012,79,OMAN,826.99,565.54
2012,80,FIJI,788.13,209.56
2012,81,GUADALUPE,780.57,573.15
2012,82,ARUBA,741.23,726.97
2012,83,BENIN,726.18,438.82
2012,84,BANGLADESH,645.94,382.05
2012,85,CUBA,609.19,743.63
2012,86,ANGOLA,579.79,420.75
2012,87,HUNGRIA,538.44,36.26
2012,88,JORDANIA,527.20,379.70
2012,89,MARTINICA,521.70,545.19
2012,90,TOGO,511.38,344.33
2012,91,UCRANIA,502.31,96.01
2012,92,REPUBLICA CHECA,501.19,65.03
2012,93,JAMAICA,476.18,357.71
2012,94,ARGELIA,458.01,377.00
2012,95,SURINAM,421.14,335.63
2012,96,SENEGAL,412.37,238.20
2012,97,DOMINICA,403.17,254.92
2012,98,SAN VICENTE Y LAS GRANADINAS,395.46,251.26
2012,99,ANTIGUA Y BARBUDA,382.51,270.02
2012,100,PARAGUAY,381.77,61.07
2012,101,CHIPRE,381.73,244.09
2012,102,MADAGASCAR,356.55,226.35
2012,103,LETONIA,332.13,133.31
2012,104,CONGO,331.91,220.58
2012,105,KIRIBATI,320.55,101.39
2012,106,SIERRA LEONA,306.37,206.61
2012,107,PAKISTAN,284.80,159.30
2012,108,GUINEA,267.88,182.94
2012,109,GUAYANA FRANCESA,267.04,165.74
2012,110,"VIRGENES, ISLAS (BRITANICAS)",256.70,139.41
2012,111,GRANADA,250.11,155.71
2012,112,CABO VERDE,247.61,176.25
2012,113,ESLOVENIA,231.89,60.69
2012,114,MALTA,215.28,110.98
2012,115,CROACIA,198.36,91.55
2012,116,ISLANDIA,175.03,69.28
2012,117,"SIRIA, REPUBLICA ARABE DE",173.58,76.01
2012,118,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",163.21,8.56
2012,119,"CAIMAN,ISLAS",156.86,99.58
2012,120,MAURITANIA,153.19,103.31
2012,121,PAPUASIA NUEVA GUINEA,104.24,39.71
2012,122,COSTA DE MARFIL,101.59,72.59
2012,123,ESCOCIA,91.00,52.00
2012,124,REUNION,90.28,98.53
2012,125,BARBADOS,86.96,67.36
2012,126,GHANA,85.06,51.52
2012,127,GEORGIA,78.32,69.45
2012,128,MONACO,74.44,48.00
2012,129,SERVIA,67.77,20.69
2012,130,ESLOVAQUIA,66.73,7.95
2012,131,CAMBOYA,58.48,18.70
2012,132,"CAMERUN,REPUBLICA UNIDA DEL",54.59,33.64
